eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
-5,20,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.31045970451232185,nan,nan,0.0,0.0,1.0,0.0,437.75,nan,nan,0.0,0.0,1.0,nan,nan
-5,20,deep_plus_surface,case_weighted_within_scenario,68,1,0.799077735665897,0.9496935795660392,0.9325479586946585,4.107794527767336,6.585412428922971,11.541951887794397,9.67121896247694,0.30674421667177876,9.67121896247694,17.044117647058822,4.107794527767336,6.585412428922971,11.541951887794397,9.67121896247694,0.4264705882352941,nan,nan
-5,20,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.7749776772972103,0.8849295771521827,1.1947123607769428,6.961693954701546,15.228557802344183,17.701326435928948,17.19654232640885,0.13001178527651758,17.19654232640885,16.08823529411765,6.961693954701546,15.228557802344183,17.701326435928948,17.19654232640885,0.20588235294117646,nan,nan
-5,20,surface_only,case_weighted_within_scenario,68,1,0.9149471569185516,0.9650573502671589,0.8525866014770391,2.684748239888597,5.984276216107636,nan,nan,0.005851030370095282,nan,17.485294117647058,2.684748239888597,5.984276216107636,nan,nan,nan,0.9852941176470589,nan
0,-10,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.2822744778648616,nan,nan,0.0,0.0,1.0,0.0,277.8125,nan,nan,0.0,0.0,1.0,nan,nan
0,-10,deep_plus_surface,case_weighted_within_scenario,68,1,0.8152538986388504,0.9682064883302516,0.7971058954095769,3.454886737910795,6.23890600626813,11.464048786500262,9.823781296276039,0.4079480648666331,9.823781296276039,16.205882352941178,3.454886737910795,6.23890600626813,11.464048786500262,9.823781296276039,0.45588235294117646,nan,nan
0,-10,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8154458793975893,0.9209119037994647,1.008193448580146,3.3083979375005783,16.146708673646522,16.308982062109045,15.393994499657694,0.2587441386264329,15.393994499657694,14.735294117647058,3.3083979375005783,16.146708673646522,16.308982062109045,15.393994499657694,0.2647058823529412,nan,nan
0,-10,surface_only,case_weighted_within_scenario,68,1,0.9573280300168034,0.9873420904329525,0.6679319328194113,1.473319289860408,4.895123394052385,nan,nan,0.002745336660807165,nan,17.205882352941178,1.473319289860408,4.895123394052385,nan,nan,nan,1.0,nan
0,-5,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.2466628663200664,nan,nan,0.0,0.0,1.0,0.0,278.75,nan,nan,0.0,0.0,1.0,nan,nan
0,-5,deep_plus_surface,case_weighted_within_scenario,68,1,0.8647787893273425,0.9731947976040075,0.7142271679647642,3.8034628981220684,6.0435137106120775,9.293370569984512,8.344359178914244,0.46539766837112756,8.344359178914244,15.544117647058824,3.8034628981220684,6.0435137106120775,9.293370569984512,8.344359178914244,0.5882352941176471,nan,nan
